Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Maruti Swift Dzire Zxi,Thika,2012,55002,Petrol,Manual,First,17.5,1298.0,85.8,5.0,629000.0
Tata Indigo Cs Lx (Tdi) Bs Iii,Nyeri,2008,128813,Diesel,Manual,First,19.09,1396.0,69.0,5.0,222000.0
Hyundai Grand I10 Crdi Sportz,Nyeri,2016,46522,Diesel,Manual,First,24.0,1120.0,70.0,5.0,666000.0
Tata Indica Vista Quadrajet Ls,Eldoret,2014,180000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,370000.0
Ford Fiesta 1.4 Tdci Exi,Mombasa,2006,89326,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,229400.0
Renault Duster 85Ps Diesel Rxe,Eldoret,2016,54000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,962000.0
Bmw 5 Series 520D Sedan,Eldoret,2012,95000,Diesel,Automatic,Second,18.48,1493.0,97.7,5.0,2664000.0
Hyundai Grand I10 Crdi Sportz Edition,Mombasa,2015,66337,Diesel,Manual,First,24.0,1120.0,70.0,5.0,734080.0
Honda Brio S Mt,Nakuru,2012,60000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,481000.0
Audi A4 1.8 Tfsi,Kisumu,2010,38001,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,1258000.0
Maruti Alto 800 2016-2019 Lxi,Nakuru,2014,73000,Petrol,Manual,Second,24.7,796.0,47.3,5.0,407000.0
Hyundai Verna Transform Sx Vtvt,Nakuru,2011,61000,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,503200.0
Maruti Ertiga Zdi,Kisumu,2013,120000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,1036000.0
Chevrolet Optra Magnum 1.6 Lt Abs Bs3,Mombasa,2012,71787,Petrol,Manual,First,12.9,1598.0,102.5,5.0,475080.0
Hyundai Creta 1.6 Crdi Sx Option,Naivasha,2016,11554,Diesel,Manual,First,19.67,1582.0,126.2,5.0,2109000.0
Volkswagen Vento 1.5 Tdi Highline,Kisumu,2014,90000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,962000.0
Honda City I Vtec Sv,Kisumu,2014,48104,Petrol,Manual,First,17.4,1497.0,117.3,5.0,812520.0
Hyundai Getz Gls Abs,Eldoret,2005,91000,Petrol,Manual,Third,16.8,1341.0,83.0,5.0,118400.0
Hyundai Santro Xing Xg Erlx Euro Iii,Mombasa,2007,58815,Petrol,Manual,First,17.0,1086.0,97.7,5.0,294520.0
Hyundai Grand I10 At Asta,Naivasha,2015,33931,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,874680.0
Hyundai Grand I10 1.2 Kappa Sportz Option,Naivasha,2019,13916,Petrol,Manual,First,18.9,1197.0,81.86,5.0,953120.0
Maruti Wagon R Lxi Cng,Eldoret,2012,90400,Cng,Manual,First,26.2,998.0,58.2,5.0,429200.0
Hyundai Grand I10 Sportz,Nyeri,2015,14000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,680799.9999999999
Maruti Swift Vdi Bsiv,Eldoret,2007,121000,Diesel,Manual,Second,17.8,1248.0,97.7,5.0,347800.0
Hyundai I20 Asta 1.2,Naivasha,2016,17560,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1067080.0
Renault Duster 85Ps Diesel Rxl,Eldoret,2016,60000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,1184000.0
Maruti Swift Dzire Vdi,Kisumu,2009,88096,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,518000.0
Toyota Innova 2.5 G (Diesel) 8 Seater Bs Iv,Eldoret,2008,178280,Diesel,Manual,First,12.8,2494.0,102.0,8.0,873200.0
Tata Nano Twist Xt,Naivasha,2015,19963,Petrol,Manual,Second,25.4,624.0,37.5,4.0,257520.0
Ford Figo 2015-2019 1.2P Sports Edition Mt,Nairobi,2019,1000,Petrol,Manual,First,18.12,1196.0,86.8,5.0,1006400.0
Hyundai I20 1.2 Asta Option,Nyeri,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1110000.0
Honda Brv I-Vtec V Mt,Eldoret,2016,9200,Petrol,Manual,First,15.4,1497.0,117.3,7.0,1184000.0
Honda Amaze S Diesel,Kisumu,2015,29000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,886520.0
Hyundai Creta 1.6 Crdi Sx,Nairobi,2017,27000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1909200.0
Maruti Baleno Zeta 1.2,Nairobi,2018,22900,Petrol,Manual,First,21.4,1197.0,83.1,5.0,1036000.0
Audi Q5 2.0 Tdi Technology,Kisumu,2014,50000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,5180000.0
Honda Amaze S I-Dtec,Nyeri,2015,60207,Diesel,Manual,First,25.8,1498.0,98.6,5.0,814000.0
Bmw X5 3.0D,Naivasha,2010,101119,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,2732080.0
Ford Figo Petrol Titanium,Nyeri,2010,42000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,355200.0
Maruti Wagon R Vxi,Eldoret,2002,93000,Petrol,Manual,Third,18.9,998.0,67.1,5.0,148000.0
Hyundai I10 Era,Thika,2012,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,392200.0
Skoda Rapid 1.5 Tdi At Elegance,Mombasa,2015,66122,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,882080.0
Porsche Panamera Diesel,Kisumu,2015,25100,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,11100000.0
Mercedes-Benz Cla 200 Sport Edition,Mombasa,2017,24733,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,4018200.0
Audi A6 2.8 Fsi,Thika,2008,41000,Petrol,Automatic,Second,10.4,2773.0,201.0,5.0,1554000.0
Maruti Ciaz Zxi Plus,Mombasa,2015,30000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,991600.0
Ford Ecosport 1.5 Dv5 Mt Titanium,Kisumu,2013,36000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,725200.0000000001
Mahindra Bolero Mhawk D70 Zlx,Kisumu,2017,40279,Diesel,Manual,First,16.5,1493.0,70.0,7.0,1184000.0
Maruti Alto K10 Vxi,Mombasa,2018,46805,Petrol,Manual,First,24.07,998.0,67.1,5.0,537240.0
Maruti Swift Dzire 1.2 Vxi Bsiv,Nairobi,2015,60000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,710400.0
Tata Zest Revotron 1.2T Xe,Nairobi,2017,100000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,629000.0
Maruti Swift 1.3 Vxi,Kisumu,2014,32986,Petrol,Manual,First,16.1,1493.0,97.7,5.0,627520.0
Ford Endeavour 3.2 Trend At 4X4,Naivasha,2018,51530,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,4479960.0
Mercedes-Benz New C-Class C 220 Cdi Classic,Nyeri,2013,81456,Diesel,Manual,First,15.8,2148.0,170.0,5.0,2109000.0
Hyundai I10 Sportz At,Thika,2012,37229,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,504680.0
Honda City 1.5 S Mt,Nairobi,2009,73200,Petrol,Manual,First,17.0,1497.0,118.0,5.0,411440.0
Skoda Octavia Elegance 2.0 Tdi At,Thika,2015,71826,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,2294000.0
Tata Indica V2 Els,Mombasa,2017,129000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,444000.0
Maruti Wagon R Vxi Bsii,Eldoret,2012,82000,Petrol,Manual,First,18.9,998.0,67.1,5.0,340399.99999999994
Hyundai Creta 1.6 Crdi Sx,Mombasa,2017,40459,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1965440.0
Maruti A-Star Lxi,Kisumu,2009,61964,Petrol,Manual,First,19.0,998.0,66.1,5.0,333000.0
Maruti Wagon R Lxi,Mombasa,2011,15466,Petrol,Manual,First,22.5,998.0,67.04,5.0,497280.0
Honda Mobilio E I Vtec,Kisumu,2014,23000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,629000.0
Hyundai I10 Magna,Naivasha,2012,43766,Petrol,Manual,First,20.36,1197.0,78.9,5.0,636400.0
Skoda Superb 3.6 V6 Fsi,Kisumu,2010,54000,Petrol,Automatic,First,0.0,3597.0,262.6,5.0,888000.0
Hyundai I20 1.4 Sportz,Naivasha,2018,18521,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1358640.0
Maruti Celerio Zxi Optional,Kisumu,2017,26400,Petrol,Manual,First,23.1,998.0,67.04,5.0,738520.0
Skoda Laura 1.8 Tsi Ambiente,Eldoret,2011,31900,Petrol,Manual,First,13.4,1798.0,157.8,5.0,555000.0
Ford Figo Diesel Lxi,Mombasa,2010,39000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,370000.0
Honda Jazz 1.5 Vx I Dtec,Kisumu,2016,45671,Diesel,Manual,First,27.3,1498.0,98.6,5.0,1065600.0
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Thika,2016,39500,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,4366000.0
Mercedes-Benz Gla Class 200 Cdi Sport,Mombasa,2015,54000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2597400.0
Volvo S60 D3,Mombasa,2012,20000,Diesel,Automatic,First,18.5,1985.0,163.0,5.0,1776000.0
Audi A8 L 3.0 Tdi Quattro,Nakuru,2009,55000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,1998000.0
Hyundai Verna 1.6 Sx Crdi (O) At,Kisumu,2014,48000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,754799.9999999999
Bmw 3 Series 320D,Kisumu,2011,70000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,1524400.0000000002
Hyundai Verna 1.6 Sx,Nairobi,2014,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,843600.0
Maruti Wagon R Vxi,Mombasa,2014,41994,Petrol,Manual,First,22.5,998.0,67.04,5.0,504680.0
Ford Figo Diesel Exi,Kisumu,2010,108882,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,355200.0
Mahindra Kuv 100 Mfalcon G80 K2,Naivasha,2017,24806,Petrol,Manual,First,18.15,1198.0,82.0,6.0,828800.0
Tata Indigo Ls,Eldoret,2006,160000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,148000.0
Mahindra Tuv 300 T8 Amt,Kisumu,2017,30000,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,1213599.9999999998
Audi Q3 35 Tdi Quattro Premium Plus,Nakuru,2015,51000,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,4070000.0
Maruti Wagon R Vxi 1.2,Nyeri,2015,64876,Petrol,Manual,First,21.5,1197.0,81.8,5.0,518000.0
Maruti Celerio Cng Vxi Mt,Mombasa,2016,70536,Cng,Manual,First,31.79,998.0,58.33,5.0,677840.0
Maruti Vitara Brezza Zdi Plus Dual Tone,Naivasha,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1530320.0
Mahindra Scorpio Dx 2.6 Turbo 8 Str,Nairobi,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,481000.0
Hyundai Tucson Crdi,Nyeri,2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,740000.0
Hyundai Santro Xing Gls,Kisumu,2008,68282,Petrol,Manual,First,17.92,1086.0,62.1,5.0,333000.0
Porsche Panamera Diesel 250Hp,Mombasa,2014,60033,Diesel,Automatic,First,18.18,2967.0,250.0,4.0,7624960.0
Maruti Vitara Brezza Vdi Option,Mombasa,2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1275759.9999999998
Maruti Swift Dzire Vdi,Nairobi,2017,18414,Diesel,Manual,First,23.4,1248.0,74.0,5.0,1073000.0
Honda Amaze V Petrol,Mombasa,2016,40866,Petrol,Manual,First,19.5,1199.0,86.76,5.0,809560.0
Jaguar Xf 2.2 Litre Luxury,Eldoret,2014,55001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,4588000.0
Mini Cooper Convertible S,Mombasa,2017,20469,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,5325039.999999999
Hyundai Eon Era Plus,Nyeri,2017,8500,Petrol,Manual,First,21.1,814.0,55.2,5.0,506160.0
Audi A6 3.0 Tdi Quattro,Thika,2008,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,1702000.0
Hyundai I20 Active 1.2 Sx Dual Tone,Eldoret,2016,6000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,1073000.0
Maruti Swift Amt Ddis Vdi,Mombasa,2018,11000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,1184000.0
Ford Ecosport 1.5 Dv5 Mt Titanium,Mombasa,2015,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,1084840.0
Maruti Wagon R Vxi Bs Iv With Abs,Kisumu,2016,29930,Petrol,Manual,First,18.9,998.0,67.1,5.0,495800.0
Volkswagen Vento 1.5 Tdi Highline,Nairobi,2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,651200.0000000001
Toyota Etios Vx,Kisumu,2012,55000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,442520.0
Honda Jazz 1.2 Sv I Vtec,Nakuru,2015,23000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,828800.0
Volkswagen Crosspolo 1.5 Tdi,Naivasha,2016,54727,Diesel,Manual,First,20.14,1498.0,88.73,5.0,981240.0
Volkswagen Ameo 1.5 Tdi Highline,Mombasa,2018,31426,Diesel,Manual,First,21.66,1498.0,108.62,5.0,1169200.0
Honda City V Mt Exclusive,Mombasa,2015,53442,Petrol,Manual,First,16.8,1497.0,116.3,5.0,1036000.0
Honda Brio Vx At,Kisumu,2014,28000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,732600.0
Skoda Rapid 1.6 Mpi At Style,Nairobi,2017,13412,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,1360120.0
Hyundai Verna Crdi,Kisumu,2011,70000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,754799.9999999999
Hyundai I20 Active S Diesel,Nyeri,2015,81310,Diesel,Manual,First,21.19,1396.0,88.76,5.0,873200.0
Maruti Baleno Alpha Cvt,Mombasa,2019,13574,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,1407480.0
Honda Cr-V 2.4L 4Wd Mt,Nairobi,2008,75000,Petrol,Manual,Second,11.1,2354.0,158.8,5.0,577200.0
Maruti Swift Dzire Vxi,Naivasha,2014,58310,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,797720.0
Maruti Swift Dzire Vdi,Eldoret,2009,90000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,444000.0
Maruti Swift Dzire Zdi,Nyeri,2012,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,636400.0
Maruti Swift Dzire Zxi,Nyeri,2017,37282,Petrol,Manual,First,20.85,1197.0,83.14,5.0,999000.0
Hyundai Grand I10 Sportz,Nyeri,2017,23000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,666000.0
Ford Fiesta 1.4 Zxi Tdci Abs,Mombasa,2010,82000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,407000.0
Hyundai Verna 1.6 Crdi S,Mombasa,2016,31000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,1332000.0
Maruti Wagon R Vx,Nyeri,2001,200000,Petrol,Manual,First,12.0,1493.0,97.7,5.0,103600.0
Ford Figo Diesel Exi,Nairobi,2014,45001,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,377399.99999999994
Tata Manza Aqua Quadrajet Bs Iv,Naivasha,2014,50446,Diesel,Manual,First,21.12,1248.0,88.8,5.0,523920.0
Honda Civic 2006-2010 1.8 S Mt,Thika,2009,89000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,629000.0
Maruti Alto Lx Bsiii,Thika,2007,72000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,177600.0
Bmw 5 Series 520D Luxury Line,Thika,2013,90000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,2886000.0
Mahindra Xuv500 W8 2Wd,Nakuru,2015,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,1776000.0
Maruti Ritz Vdi,Kisumu,2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,577200.0
Maruti Vitara Brezza Zdi Plus,Mombasa,2017,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1351240.0000000002
Maruti Eeco 7 Seater Standard,Eldoret,2011,45000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,333000.0
Maruti Swift Dzire 1.2 Vxi Bsiv,Nairobi,2012,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,481000.0
Hyundai Creta 1.6 Crdi At Sx Plus,Naivasha,2017,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,2188920.0
Maruti Wagon R Lxi,Nairobi,2010,37822,Petrol,Manual,First,22.5,998.0,67.04,5.0,347800.0
Maruti Celerio Zdi,Kisumu,2015,33517,Diesel,Manual,First,27.62,793.0,47.0,5.0,458800.0
Hyundai Santa Fe 2Wd At,Nairobi,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,1909200.0
Hyundai Eon D Lite Plus Option,Kisumu,2017,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,370000.0
Hyundai I20 Sportz 1.2,Nairobi,2013,92408,Petrol,Manual,First,18.5,1197.0,82.85,5.0,540200.0
Hyundai Verna 1.6 Sx Vtvt (O),Nakuru,2014,45000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,1110000.0
Honda Brio S Option Mt,Mombasa,2013,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,553520.0
Maruti Swift Vxi Optional,Mombasa,2017,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,867280.0
Mercedes-Benz New C-Class C 220D Avantgarde Edition C,Naivasha,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,5863759.999999999
Maruti Swift Vdi Optional,Naivasha,2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,1043400.0
Maruti Swift Amt Vdi,Nairobi,2018,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,1110000.0
Chevrolet Beat Diesel Ls,Mombasa,2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,310800.0
Skoda Superb Elegance 1.8 Tsi At,Nairobi,2014,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,1716800.0
Mercedes-Benz New C-Class C 220 Cdi Be Avantgare,Nakuru,2012,49000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,2849000.0
Toyota Innova Crysta 2.4 Vx Mt 8S,Naivasha,2017,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,2652160.0000000005
Hyundai I10 Sportz,Kisumu,2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,532800.0
Honda Amaze S I-Dtec,Thika,2014,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,666000.0
Hyundai I20 Magna 1.4 Crdi (Diesel),Kisumu,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,1095200.0
Mercedes-Benz Gle 350D,Naivasha,2018,30706,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,8774920.0
Mahindra Scorpio 2009-2014 Sle 7S Bsiv,Kisumu,2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,814000.0
Hyundai Getz Gle,Nakuru,2006,44000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,259000.0
Maruti Baleno Alpha,Nairobi,2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,999000.0
Chevrolet Optra Magnum 2.0 Lt,Mombasa,2011,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,584600.0
Hyundai Verna 1.6 Sx Vtvt (O),Nairobi,2011,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,621600.0
Honda City 1.5 V Mt,Kisumu,2016,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1243200.0
Volkswagen Polo Gt Tsi,Nairobi,2017,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,1221000.0
Honda Brio E Mt,Nakuru,2013,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,489880.0
Maruti Swift Dzire Vdi,Thika,2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,1110000.0
Honda City 1.5 V Mt Exclusive,Eldoret,2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,703000.0
Mahindra Ssangyong Rexton Rx7,Eldoret,2013,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,1300919.9999999998
Skoda Superb Elegance 1.8 Tsi Mt,Eldoret,2014,136000,Petrol,Manual,First,13.1,1798.0,157.75,5.0,1406000.0
Hyundai Santro Gls Ii - Euro Ii,Eldoret,2009,100000,Petrol,Manual,First,0.0,1493.0,97.7,5.0,236800.0
Maruti Alto Lxi,Kisumu,2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,229400.0
Hyundai I20 Asta (O) 1.4 Crdi (Diesel),Nyeri,2014,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,865800.0
Ford Ecosport 1.5 Ti Vct Mt Trend,Naivasha,2014,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,1112960.0
Nissan Micra Diesel Xv,Kisumu,2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,532800.0
Honda Brio E Mt,Mombasa,2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,700040.0000000001
Mahindra Ssangyong Rexton Rx7,Nairobi,2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,1554000.0
Bmw 7 Series 730Ld Sedan,Naivasha,2013,73525,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,5111920.0
Hyundai Grand I10 1.2 Kappa Sportz,Mombasa,2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,898360.0
Maruti Baleno Delta 1.2,Naivasha,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,1148480.0
Mahindra Xylo E8 Abs Bs Iv,Naivasha,2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,1104080.0
Renault Fluence Diesel E4,Nairobi,2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,516520.0
Hyundai I20 1.2 Magna,Naivasha,2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,599400.0
Mitsubishi Pajero 2.8 Sfx,Mombasa,2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,1758240.0
Toyota Corolla Altis 2008-2013 1.8 Vl At,Eldoret,2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,954600.0
Bmw X5 X5 M,Eldoret,2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,7400000.0
Bmw 3 Series 2005-2011 325I Sedan,Eldoret,2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,1332000.0
Hyundai Creta 1.6 Crdi At Sx Plus,Naivasha,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,2109000.0
Mahindra Tuv 300 2015-2019 T8,Naivasha,2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,1089280.0
Mahindra Scorpio Vlx 2.2 Mhawk Bsiii,Nairobi,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,651200.0000000001
Renault Kwid Rxt,Nairobi,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,458800.0
Renault Kwid 1.0 Rxt Optional Amt,Naivasha,2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,633440.0
Maruti Swift Vxi Bsiv,Eldoret,2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,814000.0
Skoda Laura 1.9 Tdi At Ambiente,Kisumu,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,1034520.0
Maruti Alto 800 2016-2019 Vxi,Naivasha,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,634920.0
Maruti Swift Vxi,Nairobi,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,621600.0
Hyundai I20 1.4 Crdi Sportz,Eldoret,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,608280.0000000001
Audi Q3 2012-2015 35 Tdi Quattro Premium,Nairobi,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,2775000.0
Mercedes-Benz Gle 350D,Nairobi,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,9612600.0
Hyundai I10 Era,Nairobi,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,235320.0
Maruti Wagon R Lxi Optional,Kisumu,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,532800.0
Honda City I Vtec V,Mombasa,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,1164760.0
Hyundai Grand I10 1.2 Kappa Sportz,Nairobi,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,821400.0
Honda City I Dtec Vx,Nyeri,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,947200.0
Maruti Swift Dzire Vxi,Nairobi,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,392200.0
Maruti Swift Dzire Zxi,Nairobi,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,814000.0
Mahindra Xuv500 W8 2Wd,Mombasa,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1081880.0
Maruti Ciaz Zdi Plus Shvs,Nyeri,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1050800.0
Hyundai Verna 1.6 Sx Crdi (O),Mombasa,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,1158840.0
Hyundai Accent Crdi,Nairobi,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,125800.0
Honda Brio S Mt,Nairobi,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,525400.0
Hyundai I20 Active 1.2 Sx,Naivasha,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,1212120.0
Bmw 3 Series 320D Sport Line,Eldoret,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,4144000.0
Volkswagen Jetta 2013-2015 2.0L Tdi Highline At,Mombasa,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,1924000.0
Volkswagen Polo Petrol Highline 1.6L,Mombasa,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,486920.0
Maruti Swift Vxi Bsiv,Eldoret,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,652680.0
Renault Duster 110Ps Diesel Rxz,Kisumu,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,738520.0
Bmw X3 Xdrive 20D Luxury Line,Kisumu,2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,2661040.0
Fiat Avventura Multijet Emotion,Naivasha,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,1141080.0
Maruti Wagon R Stingray Vxi,Nairobi,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,414400.0
Chevrolet Sail Hatchback Ls Abs,Kisumu,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,444000.0
Mahindra Xuv500 W8 2Wd,Naivasha,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1848520.0
Tata Zest Quadrajet 1.3,Mombasa,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,740000.0
