Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Car_Age,Luxury_Brand,Kilometers_Per_Year,Power_Per_CC
Nairobi,2016,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,637879.9999999999,Maruti,Swift Vxi Bsiv,10,0,2940.1,0.0683375104427736
Mombasa,2016,25238,Petrol,Manual,First,18.7,1199.0,88.7,5.0,917600.0,Honda,Jazz 1.2 Sv I Vtec,10,0,2523.8,0.07397831526271893
Mombasa,2011,79000,Diesel,Manual,First,23.59,1364.0,97.7,5.0,691160.0,Toyota,Etios Gd,15,0,5266.666666666667,0.07162756598240469
Mombasa,2011,58752,Petrol,Manual,First,16.47,1198.0,73.9,5.0,491360.0,Volkswagen,Polo Petrol Trendline 1.2L,15,0,3916.8,0.06168614357262104
Nairobi,2011,62000,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,555000.0,Honda,Civic 2006-2010 1.8 V At,15,0,4133.333333333333,0.07226236798221233
Nakuru,2013,132000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,695600.0,Toyota,Etios G Sp,13,0,10153.846153846154,0.05931149732620321
Mombasa,2016,51000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,962000.0,Hyundai,Verna 1.6 Sx Vtvt,10,0,5100.0,0.07624135763670647
Kisumu,2009,185200,Diesel,Manual,First,12.8,2494.0,102.0,8.0,1073000.0,Toyota,Innova 2.5 G4 Diesel 8-Seater,17,0,10894.117647058823,0.0408981555733761
Naivasha,2016,61717,Diesel,Manual,First,22.7,1598.0,118.0,5.0,1323120.0,Maruti,Sx4 S Cross Ddis 320 Zeta,10,0,6171.7,0.07384230287859825
Kisumu,2018,8896,Petrol,Manual,First,19.0,1194.0,94.68,5.0,1086320.0,Ford,Freestyle Titanium Plus Petrol,8,0,1112.0,0.0792964824120603
Nairobi,2016,17000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,1021200.0,Maruti,Baleno Alpha 1.2,10,0,1700.0,0.06942355889724311
Nairobi,2016,31378,Petrol,Manual,First,18.2,1199.0,88.7,5.0,873200.0,Honda,Jazz V,10,0,3137.8,0.07397831526271893
Eldoret,2013,114000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,999000.0,Hyundai,Verna 1.6 Crdi Ex At,13,0,8769.23076923077,0.07983565107458912
Thika,2014,81000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,606799.9999999999,Honda,Amaze Vx I-Dtec,12,0,6750.0,0.06582109479305741
Nairobi,2017,31000,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,3996000.0,Audi,Q3 30 Tdi Premium Fwd,9,1,3444.4444444444443,0.07495426829268292
Nairobi,2014,35000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,666000.0,Skoda,Rapid 2013-2016 1.6 Mpi Ambition,12,0,2916.6666666666665,0.06478097622027534
Kisumu,2013,60001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2146000.0,Audi,A4 2.0 Tdi 177 Bhp Premium Plus,13,1,4615.461538461538,0.08858231707317074
Nyeri,2014,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,777000.0,Maruti,Swift Dzire Vdi,12,0,6256.166666666667,0.05929487179487179
Kisumu,2012,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,177600.0,Tata,Indica Vista Quadrajet Ls,14,0,5714.285714285715,0.05929487179487179
Nyeri,2006,147350,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,732600.0,Toyota,Innova 2.5 G (Diesel) 8 Seater,20,0,7367.5,0.04033680834001604
Kisumu,2013,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,1110000.0,Renault,Duster 110Ps Diesel Rxz Plus,13,0,4615.384615384615,0.0742299794661191
Kisumu,2015,7501,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,7104000.0,Mercedes-Benz,E-Class E400 Cabriolet,11,1,681.9090909090909,0.11114819759679573
Nairobi,2015,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,658600.0,Honda,Amaze S I-Dtech,11,0,5272.727272727273,0.06582109479305741
Naivasha,2018,29277,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,8828200.0,Mercedes-Benz,Gle 350D,8,1,3659.625,0.08529963173752929
Mombasa,2015,57034,Diesel,Manual,First,23.2,1248.0,73.94,5.0,648240.0,Maruti,Ritz Vdi,11,0,5184.909090909091,0.05924679487179487
Mombasa,2016,40810,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1169200.0,Maruti,Ciaz Zdi Plus Shvs,10,0,4081.0,0.07091346153846154
Nakuru,2008,35268,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,278240.0,Hyundai,Santro Xing Gl,18,0,1959.3333333333333,0.0570902394106814
Nairobi,2008,81000,Diesel,Automatic,Second,18.48,1493.0,97.7,5.0,1554000.0,Bmw,5 Series 520D Sedan,18,0,4500.0,0.06543871399866041
Naivasha,2018,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,1078920.0,Maruti,Baleno Delta Cvt,8,0,4328.75,0.06942355889724311
Kisumu,2012,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,888000.0,Ford,Fiesta Diesel Titanium Plus,14,0,3223.0,0.05921228304405875
Mombasa,2011,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,991600.0,Mahindra,Xuv500 W8 2Wd,15,0,8400.0,0.06424965580541533
Nyeri,2009,63000,Petrol,Manual,First,19.7,796.0,46.3,5.0,222000.0,Maruti,Alto Lxi,17,0,3705.8823529411766,0.05816582914572864
Mombasa,2016,32298,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,3522400.0,Mini,Cooper 3 Door D,10,0,3229.8,0.07618983957219251
Mombasa,2014,63288,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1149960.0,Mahindra,Xuv500 W8 4Wd,12,0,5274.0,0.06424965580541533
Naivasha,2012,43337,Petrol,Manual,First,17.92,1086.0,62.1,5.0,491360.0,Hyundai,Santro Xing Gls,14,0,3095.5,0.057182320441988954
Mombasa,2015,46561,Diesel,Manual,First,22.9,1248.0,74.0,5.0,731120.0000000001,Maruti,Swift Vdi,11,0,4232.818181818182,0.05929487179487179
Nairobi,2013,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,1628000.0,Mercedes-Benz,A Class A180 Cdi,13,1,2615.3846153846152,0.050069995333644424
Kisumu,2016,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,503200.0,Renault,Kwid Rxt,10,0,4800.0,0.06670838548185232
Mombasa,2013,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,617160.0,Maruti,Swift Vdi,13,0,4327.923076923077,0.05929487179487179
Kisumu,2005,84060,Petrol,Manual,Second,17.3,993.0,60.0,5.0,185000.0,Maruti,Zen Lxi,21,0,4002.8571428571427,0.06042296072507553
Nairobi,2016,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,806600.0,Hyundai,Grand I10 Magna At,10,0,900.0,0.06850459482038429
Nyeri,2012,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,383320.0,Tata,Manza Aura Quadrajet Bs Iv,14,0,5642.857142857143,0.07115384615384615
Eldoret,2015,87900,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1777480.0,Mahindra,Xuv500 W10 Awd,11,0,7990.909090909091,0.06424965580541533
Nairobi,2010,72425,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,362600.00000000006,Maruti,Swift Dzire 1.2 Vxi Bsiv,16,0,4526.5625,0.07167919799498747
Nakuru,2015,38000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,4292000.0,Audi,Q3 35 Tdi Quattro Premium Plus,11,1,3454.5454545454545,0.08858231707317074
Kisumu,2008,83000,Diesel,Manual,Second,17.8,1399.0,97.7,5.0,355200.0,Ford,Fiesta 1.4 Sxi Tdci,18,0,4611.111111111111,0.06983559685489636
Kisumu,2010,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1774520.0,Mercedes-Benz,New C-Class C 220 Cdi Elegance At,16,1,6687.5,0.07932804479701354
Nairobi,2015,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1169200.0,Honda,City I Vtec Cvt Vx,11,0,4636.363636363636,0.0783567134268537
Eldoret,2010,140000,Diesel,Manual,Third,12.8,2494.0,102.0,7.0,925000.0,Toyota,Innova 2.5 Gx 7 Str,16,0,8750.0,0.0408981555733761
Eldoret,2011,48000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,266400.0,Chevrolet,Beat Lt,15,0,3200.0,0.06622185154295246
Nairobi,2013,62000,Cng,Manual,First,26.6,998.0,58.16,5.0,414400.0,Maruti,Wagon R Lxi Cng,13,0,4769.2307692307695,0.05827655310621242
Nairobi,2015,31000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,725200.0000000001,Honda,Jazz 1.2 S I Vtec,11,0,2818.181818181818,0.07397831526271893
Nyeri,2010,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,333000.0,Nissan,Micra Xl Primo,16,0,4690.9375,0.06260434056761269
Naivasha,2017,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,1315720.0,Maruti,Ciaz At Zxi,9,0,5690.0,0.0663510560815732
Nairobi,2012,87000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2220000.0,Toyota,Fortuner 4X2 At,14,0,6214.285714285715,0.05650570087189805
Kisumu,2018,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,836200.0,Ford,Aspire Ambiente Diesel,8,0,2125.0,0.06608811748998665
Nyeri,2014,57000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,1036000.0,Maruti,Ertiga Zdi,12,0,4750.0,0.07115384615384615
Kisumu,2016,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,436600.0,Maruti,Alto 800 Lxi,10,0,937.0,0.059422110552763814
Mombasa,2013,53226,Petrol,Manual,First,19.4,1198.0,86.8,5.0,488400.0,Honda,Brio V Mt,13,0,4094.3076923076924,0.07245409015025041
Kisumu,2010,120000,Diesel,Manual,Second,16.2,1493.0,110.0,5.0,518000.0,Hyundai,Verna Transform Crdi Vgt Sx Abs,16,0,7500.0,0.07367716008037509
Nyeri,2007,75055,Petrol,Manual,First,12.8,1493.0,100.0,5.0,340399.99999999994,Honda,City 1.5 Gxi,19,0,3950.2631578947367,0.06697923643670463
Naivasha,2017,37247,Diesel,Manual,First,19.67,1582.0,126.2,5.0,2026120.0,Hyundai,Creta 1.6 Crdi Sx,9,0,4138.555555555556,0.0797724399494311
Nairobi,2013,64000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,458800.0,Toyota,Etios Liva Gd,13,0,4923.076923076923,0.04916422287390029
Nairobi,2014,12000,Petrol,Manual,First,13.44,2359.0,198.25,5.0,1887000.0,Hyundai,Sonata Transform 2.4 Gdi Mt,12,0,1000.0,0.08403984739296312
Eldoret,2017,40158,Diesel,Manual,First,19.67,1582.0,126.2,5.0,2035000.0,Hyundai,Creta 1.6 Crdi Sx Option,9,0,4462.0,0.0797724399494311
Mombasa,2017,11000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,999000.0,Honda,Jazz 1.2 Sv I Vtec,9,0,1222.2222222222222,0.07397831526271893
Mombasa,2014,70010,Diesel,Manual,First,20.54,1598.0,103.6,5.0,777000.0,Volkswagen,Vento Diesel Comfortline,12,0,5834.166666666667,0.06483103879849812
Nairobi,2015,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1295000.0,Mahindra,Xuv500 W6 2Wd,11,0,7454.545454545455,0.06424965580541533
Mombasa,2017,57259,Diesel,Manual,First,18.49,1493.0,100.0,7.0,1312759.9999999998,Mahindra,Tuv 300 2015-2019 T8,9,0,6362.111111111111,0.06697923643670463
Nakuru,2010,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,962000.0,Honda,Accord 2001-2003 2.3 Vti L At,16,0,5250.0,0.06032285471537808
Eldoret,2012,168000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,666000.0,Maruti,Ertiga Vdi,14,0,12000.0,0.07112179487179487
Kisumu,2012,73670,Diesel,Manual,First,12.83,2696.0,162.0,7.0,1850000.0,Mahindra,Ssangyong Rexton Rx5,14,0,5262.142857142857,0.06008902077151335
Nairobi,2014,89540,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2486400.0,Toyota,Fortuner 4X2 At,12,0,7461.666666666667,0.05650570087189805
Kisumu,2016,85423,Diesel,Manual,First,20.77,1248.0,88.8,7.0,1295000.0,Maruti,Ertiga Zdi,10,0,8542.3,0.07115384615384615
Eldoret,2013,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,1258000.0,Hyundai,Elantra Crdi Sx At,13,0,3755.6153846153848,0.07979772439949431
Kisumu,2011,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,327080.0,Hyundai,I10 Magna 1.2,15,0,2338.8,0.06591478696741855
Nyeri,2012,126000,Petrol,Manual,First,16.8,796.0,34.2,5.0,236800.0,Maruti,Omni Mpi Std Bsiv,14,0,9000.0,0.04296482412060302
Nairobi,2016,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,925000.0,Honda,Amaze Vx At I-Vtech,10,0,1900.0,0.07237061769616027
Nairobi,2007,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,333000.0,Honda,Civic 2006-2010 1.8 V At,19,0,3631.5789473684213,0.07226236798221233
Mombasa,2019,29836,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,3811000.0,Mercedes-Benz,Cla 200 Cdi Sport,7,1,4262.285714285715,0.06346243583761083
Thika,2010,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,999000.0,Skoda,Superb 1.8 Tfsi Mt,16,0,3000.125,0.08776418242491658
Thika,2015,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,925000.0,Maruti,Ciaz Zdi Plus Shvs,11,0,4756.727272727273,0.07091346153846154
Nairobi,2013,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,754799.9999999999,Ford,Ecosport 1.5 Dv5 Mt Titanium Optional,13,0,5000.0,0.05997329773030708
Nairobi,2009,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,1591000.0,Mercedes-Benz,M-Class Ml 320 Cdi,17,1,3882.3529411764707,0.07510545698024775
Kisumu,2016,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,843600.0,Hyundai,Grand I10 Crdi Sportz,10,0,7570.0,0.0625
Nakuru,2013,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,880600.0,Volkswagen,Vento Diesel Breeze,13,0,3307.6923076923076,0.06570713391739674
Mombasa,2012,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,355200.0,Chevrolet,Beat Diesel Lt,14,0,3050.4285714285716,0.060149572649572644
Nairobi,2013,35000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,516520.0,Mahindra,Quanto C6,13,0,2692.3076923076924,0.06697923643670463
Kisumu,2011,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,592000.0,Hyundai,I10 Asta 1.2 At With Sunroof,15,0,3623.2,0.06683375104427736
Nairobi,2013,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,569800.0,Toyota,Etios Liva 1.4 Gd,13,0,6461.538461538462,0.04914956011730206
Nairobi,2010,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,584600.0,Toyota,Corolla Altis 2008-2013 1.8 Vl At,16,0,3956.125,0.0769788182831661
Nyeri,2013,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,444000.0,Hyundai,I10 Magna 1.2,13,0,5773.0,0.06591478696741855
Mombasa,2018,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,991600.0,Ford,Figo Aspire 1.2 Ti-Vct Titanium,8,0,3029.625,0.0725752508361204
Naivasha,2016,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,908720.0,Maruti,Ritz Zxi,10,0,2276.7,0.07167919799498747
Nakuru,2012,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,651200.0000000001,Hyundai,I20 Sportz At 1.4,14,0,4142.857142857143,0.07063037249283667
Eldoret,2017,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,629000.0,Maruti,Swift Dzire Ldi,9,0,6333.333333333333,0.05929487179487179
Mombasa,2010,50161,Petrol,Automatic,First,8.77,4395.0,402.0,5.0,3837640.0,Bmw,7 Series 2007-2012 750Li,16,0,3135.0625,0.09146757679180888
Kisumu,2016,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,1036000.0,Maruti,S Cross Ddis 320 Alpha,10,0,4500.0,0.07384230287859825
Naivasha,2017,68319,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,3717760.0,Toyota,Fortuner 4X4 At,9,0,7591.0,0.05650570087189805
Mombasa,2017,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,658600.0,Hyundai,Eon 1.0 Magna Plus Option O,9,0,3412.3333333333335,0.06818637274549098
Kisumu,2011,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,355200.0,Hyundai,I20 1.4 Crdi Magna,15,0,2551.8,0.06446991404011461
Eldoret,2012,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,640840.0,Volkswagen,Vento Diesel Highline,14,0,8214.285714285714,0.06483103879849812
Naivasha,2017,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,1025640.0,Maruti,Swift Dzire Vxi At,9,0,5205.444444444444,0.06945697577276524
Thika,2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,629000.0,Hyundai,I20 Magna 1.4 Crdi,12,0,5333.333333333333,0.06446991404011461
Eldoret,2010,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,1850000.0,Mercedes-Benz,E-Class 2009-2013 E250 Cdi Blue Efficiency,16,1,8182.6875,0.09472701819878675
Mombasa,2015,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,725200.0000000001,Hyundai,Grand I10 Sportz,11,0,1363.6363636363637,0.06850459482038429
Nairobi,2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,666000.0,Hyundai,I20 1.4 Crdi Sportz,12,0,2726.6666666666665,0.06446991404011461
Nyeri,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,444000.0,Renault,Kwid Rxt,10,0,1250.0,0.06670838548185232
Mombasa,2015,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,858400.0,Hyundai,Xcent 1.2 Kappa At Sx Option,11,0,5436.363636363636,0.06850459482038429
Eldoret,2011,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,492840.0,Volkswagen,Vento Petrol Highline,15,0,3614.0666666666666,0.06483103879849812
Mombasa,2015,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,979760.0,Chevrolet,Cruze Ltz At,11,0,5658.363636363636,0.08193193193193192
Nairobi,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,851000.0,Nissan,Terrano Xl 110 Ps,11,0,4909.090909090909,0.07426420260095824
Kisumu,2012,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,917600.0,Hyundai,Verna 1.6 Sx,14,0,4642.857142857143,0.07984829329962073
Mombasa,2015,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,518000.0,Maruti,Celerio Vxi Amt,11,0,5000.0,0.06717434869739479
Eldoret,2010,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,296000.0,Maruti,Wagon R Lxi,16,0,4437.5,0.06723446893787574
Mombasa,2012,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,592000.0,Hyundai,I20 Magna Optional 1.4 Crdi,14,0,5000.0,0.06361031518624642
Nairobi,2011,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,1406000.0,Audi,A4 1.8 Tfsi,15,1,3533.3333333333335,0.09163391353172375
Nairobi,2013,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,2590000.0,Bmw,X1 Sdrive20D,13,0,3307.6923076923076,0.09223057644110276
Nairobi,2015,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,904280.0,Skoda,Rapid 1.6 Mpi At Elegance Plus,11,0,4909.090909090909,0.06478097622027534
Thika,2014,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,555000.0,Hyundai,I10 Magna,12,0,4250.0,0.06591478696741855
Kisumu,2007,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,917600.0,Mitsubishi,Pajero 2.8 Glx Crz,19,0,4105.263157894737,0.03781305114638448
Nairobi,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,910200.0,Honda,City I Dtec Sv,12,0,2083.3333333333335,0.06582109479305741
Eldoret,2012,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,355200.0,Maruti,Alto K10 2010-2014 Vxi,14,0,900.0,0.06723446893787574
Eldoret,2009,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,318200.0,Maruti,Swift Ldi Bsiii,17,0,4705.882352941177,0.06009615384615385
Kisumu,2016,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,555000.0,Hyundai,Grand I10 Magna,10,0,2100.0,0.06850459482038429
Nairobi,2011,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,318200.0,Ford,Figo Petrol Zxi,15,0,2133.3333333333335,0.05852842809364549
Nakuru,2015,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,703000.0,Hyundai,Grand I10 Sportz Edition,11,0,4545.454545454545,0.0683876357560568
Nairobi,2010,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,362600.00000000006,Maruti,Sx4 Vxi Bsiv,16,0,2968.75,0.06513240857503153
Nairobi,2017,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1650200.0,Honda,City I-Vtec Vx,9,0,833.3333333333334,0.0783567134268537
Nyeri,2016,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,1317200.0,Renault,Duster 110Ps Diesel Rxz Amt,10,0,6816.3,0.0742299794661191
Thika,2014,61000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,643799.9999999999,Honda,Amaze S I-Dtech,12,0,5083.333333333333,0.06582109479305741
Nyeri,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,1776000.0,Toyota,Innova 2.5 Z Diesel 7 Seater,11,0,9090.90909090909,0.04033680834001604
Nairobi,2009,61500,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,1258000.0,Bmw,3 Series 320D Highline,17,0,3617.6470588235293,0.09072681704260652
Mombasa,2017,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,631959.9999999999,Hyundai,I10 Magna 1.1 Itech Se,9,0,4764.777777777777,0.06266114180478821
Nyeri,2012,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,629000.0,Renault,Duster 85Ps Diesel Rxl Optional With Nav,14,0,6928.571428571428,0.05735797399041752
Nakuru,2010,39525,Petrol,Automatic,First,11.3,2360.0,170.0,5.0,1369000.0,Mitsubishi,Outlander 2.4,16,0,2470.3125,0.07203389830508475
Mombasa,2017,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1274280.0,Maruti,Vitara Brezza Ldi,9,0,3931.5555555555557,0.07091346153846154
Kisumu,2010,46000,Diesel,Automatic,First,11.8,2987.0,261.0,7.0,4144000.0,Mercedes-Benz,R-Class R350 Cdi 4Matic,16,1,2875.0,0.08737864077669903
Naivasha,2018,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,1369000.0,Ford,Ecosport 1.5 Diesel Titanium,8,0,4023.625,0.06606141522029373
Mombasa,2016,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,1272800.0,Hyundai,Verna 1.6 Crdi At Sx Option,10,0,2700.0,0.0797724399494311
Naivasha,2018,22734,Petrol,Manual,First,16.47,1198.0,74.0,5.0,1114440.0,Volkswagen,Polo 1.2 Mpi Highline,8,0,2841.75,0.06176961602671119
Nairobi,2014,58002,Diesel,Manual,First,19.64,1461.0,108.45,5.0,851000.0,Renault,Duster 110Ps Diesel Rxl,12,0,4833.5,0.0742299794661191
Mombasa,2012,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,614200.0000000001,Honda,Brio S Option At,14,0,2250.0,0.07245409015025041
Naivasha,2017,30933,Petrol,Manual,First,18.16,1196.0,86.8,5.0,864320.0,Ford,Figo 2015-2019 1.2P Titanium Mt,9,0,3437.0,0.0725752508361204
Kisumu,2012,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,2442000.0,Audi,A6 2.0 Tdi Design Edition,14,1,1935.0,0.09539634146341464
Nairobi,2015,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,6364000.0,Bmw,X5 2014-2019 Xdrive 30D Design Pure Experience 7 Seater,11,0,2681.818181818182,0.08620113598396258
Eldoret,2013,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,525400.0,Hyundai,I10 Sportz Option,13,0,3461.5384615384614,0.06591478696741855
Kisumu,2018,11691,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1317200.0,Hyundai,I20 1.2 Asta Option,8,0,1461.375,0.06836257309941521
Kisumu,2006,121000,Diesel,Manual,Second,16.4,1896.0,90.0,5.0,370000.0,Skoda,Octavia L And K 1.9 Tdi Mt,20,0,6050.0,0.04746835443037975
Kisumu,2010,118077,Diesel,Manual,First,16.2,1493.0,110.0,5.0,569800.0,Hyundai,Verna Transform Sx Vgt Crdi,16,0,7379.8125,0.07367716008037509
Mombasa,2012,36300,Petrol,Automatic,Third,17.1,1591.0,121.4,5.0,1110000.0,Hyundai,Verna 1.6 Sx Vtvt (O) At,14,0,2592.8571428571427,0.07630421118793212
Nairobi,2005,90000,Petrol,Manual,Second,15.3,1341.0,61.0,5.0,266400.0,Hyundai,Getz Gvs,21,0,4285.714285714285,0.04548844146159582
Mombasa,2010,78000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,333000.0,Ford,Figo Diesel Exi,16,0,4875.0,0.04860614724803431
Nairobi,2015,42000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3589000.0,Audi,A6 2011-2015 35 Tdi Technology,11,1,3818.181818181818,0.08858231707317074
Nairobi,2015,27000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,643799.9999999999,Volkswagen,Polo 1.2 Mpi Highline,11,0,2454.5454545454545,0.06176961602671119
Kisumu,2012,22000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,1702000.0,Bmw,X1 Sdrive20D,14,0,1571.4285714285713,0.09223057644110276
Kisumu,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,703000.0,Honda,City I Vtec Sv,12,0,4083.3333333333335,0.0783567134268537
Kisumu,2012,42600,Diesel,Manual,First,23.0,1396.0,90.0,5.0,738520.0,Hyundai,I20 Sportz Option Diesel,14,0,3042.8571428571427,0.06446991404011461
Naivasha,2018,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,1354200.0,Honda,Jazz 1.2 V Cvt I Vtec,8,0,1599.25,0.07397831526271893
Nyeri,2006,125000,Petrol,Manual,Fourth & Above,16.1,1493.0,97.7,5.0,347800.0,Maruti,Swift 1.3 Vxi,20,0,6250.0,0.06543871399866041
Kisumu,2014,88046,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,2070520.0,Honda,Cr-V 2.4 At,12,0,7337.166666666667,0.06457094307561598
Nakuru,2014,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,2923000.0,Mercedes-Benz,A Class A180 Cdi,12,1,666.6666666666666,0.050069995333644424
